Title,Artist,Genre,Decade,Duration
Someone Like You 2572,Coldplay,Rock,2000,5.1
Rude 2573,The Beatles,Rock,1980,3.2
Shape of You 2574,Coldplay,Rock,1970,2.8
Shape of You 2575,Taylor Swift,Pop,2020,3.1
Perfect 2576,The Beatles,R&B,2000,5.4
Someone Like You 2577,MAGIC,Indie,2010,3.8
Rude 2578,Taylor Swift,Country,2020,3.5
Bohemian Rhapsody 2579,Eminem,Jazz,2010,4.5
Hotel California 2580,MAGIC,Jazz,2010,4.4
Bohemian Rhapsody 2581,Adele,Rock,1990,4.9
Viva La Vida 2582,Coldplay,Rock,1980,4.9
Hotel California 2583,Adele,Electronic,2020,4.1
Someone Like You 2584,Ed Sheeran,Rock,2020,4.5
Halo 2585,Beyoncé,Hip-Hop,2010,3.5
Bohemian Rhapsody 2586,MAGIC,Country,2000,4.6
Rude 2587,Adele,R&B,1990,2.7
Rude 2588,Coldplay,Electronic,1980,3.0
Bohemian Rhapsody 2589,MAGIC,Reggae,1970,3.3
Hotel California 2590,Adele,Rock,1970,5.2
Someone Like You 2591,Drake,Country,1980,5.1
Rude 2592,Coldplay,Indie,1980,5.1
Someone Like You 2593,Eminem,Country,1990,4.8
Rude 2594,MAGIC,R&B,2010,4.8
Viva La Vida 2595,Coldplay,R&B,1990,4.6
Halo 2596,Taylor Swift,Hip-Hop,1980,2.9
Blinding Lights 2597,Adele,Classical,2020,3.5
Rude 2598,Beyoncé,R&B,2020,3.6
Mamma Mia 2599,The Beatles,Electronic,1980,3.5
Perfect 2600,Taylor Swift,Indie,1970,3.4
Mamma Mia 2601,Drake,Country,2010,2.8
Blinding Lights 2602,Adele,Hip-Hop,2010,2.8
Hotel California 2603,Ed Sheeran,Electronic,2020,5.1
Rude 2604,The Beatles,Indie,2000,2.8
Perfect 2605,Taylor Swift,R&B,1970,4.9
Blinding Lights 2606,Adele,Country,2020,4.9
Blinding Lights 2607,Beyoncé,Jazz,2000,5.2
Rude 2608,Beyoncé,Classical,2020,3.0
Someone Like You 2609,ABBA,Pop,2000,5.5
Perfect 2610,ABBA,Indie,2010,2.9
Someone Like You 2611,MAGIC,Hip-Hop,1990,4.0
Hotel California 2612,Drake,Electronic,2020,2.7
Bohemian Rhapsody 2613,Drake,Country,2000,2.7
Viva La Vida 2614,Ed Sheeran,Hip-Hop,2010,5.0
Shape of You 2615,Drake,Rock,2020,3.1
Viva La Vida 2616,The Beatles,Hip-Hop,1970,4.1
Rude 2617,ABBA,Electronic,1970,5.3
Halo 2618,Coldplay,Classical,1970,2.8
Halo 2619,Drake,Rock,2000,5.2
Perfect 2620,Eminem,Rock,2000,4.5
Bohemian Rhapsody 2621,Ed Sheeran,Classical,1980,3.8
Perfect 2622,Drake,R&B,2020,4.7
Hotel California 2623,Eminem,Rock,2010,4.8
Mamma Mia 2624,Beyoncé,Country,2020,3.6
Halo 2625,Adele,Classical,1980,3.2
Viva La Vida 2626,Beyoncé,Classical,2010,2.9
Rude 2627,The Beatles,Rock,2010,4.3
Perfect 2628,Taylor Swift,Rock,2010,4.4
Perfect 2629,ABBA,Rock,1990,3.1
Someone Like You 2630,Eminem,Country,1980,4.0
Bohemian Rhapsody 2631,Drake,Reggae,2010,4.5
Viva La Vida 2632,MAGIC,Rock,2010,5.4
Rude 2633,ABBA,Rock,1970,3.3
Bohemian Rhapsody 2634,Adele,R&B,2000,3.9
Hotel California 2635,Eminem,R&B,1980,5.4
Rude 2636,Coldplay,Pop,1980,4.0
Shape of You 2637,Coldplay,Reggae,2020,2.6
Someone Like You 2638,Coldplay,Country,1980,3.0
Blinding Lights 2639,Ed Sheeran,R&B,1980,4.6
Viva La Vida 2640,Taylor Swift,Classical,2010,4.6
Blinding Lights 2641,The Beatles,Jazz,2020,4.6
Mamma Mia 2642,Ed Sheeran,Country,2020,5.0
Blinding Lights 2643,The Beatles,Indie,1970,4.1
Halo 2644,Eminem,Classical,2000,3.1
Blinding Lights 2645,Eminem,Indie,1970,3.2
Someone Like You 2646,Drake,Pop,1970,3.4
Hotel California 2647,Beyoncé,R&B,1980,4.3
Hotel California 2648,ABBA,Jazz,2010,5.2
Shape of You 2649,Ed Sheeran,Rock,1990,4.9
Shape of You 2650,MAGIC,Reggae,1990,2.7
Rude 2651,Coldplay,Classical,2010,3.5
Blinding Lights 2652,Drake,Reggae,1980,3.2
Rude 2653,Taylor Swift,Country,2010,5.4
Viva La Vida 2654,Drake,R&B,2000,3.3
Halo 2655,ABBA,Hip-Hop,1990,2.6
Halo 2656,MAGIC,Hip-Hop,1980,3.7
Viva La Vida 2657,Coldplay,Country,1980,3.7
Shape of You 2658,Taylor Swift,R&B,1980,2.6
Rude 2659,Adele,Pop,2010,3.8
Rude 2660,Taylor Swift,Indie,2020,5.0
Blinding Lights 2661,Coldplay,Country,2020,3.9
Hotel California 2662,Adele,Classical,2020,3.2
Mamma Mia 2663,Drake,Country,2010,4.7
Blinding Lights 2664,Ed Sheeran,Jazz,1990,4.9
Someone Like You 2665,ABBA,Indie,2000,4.7
Halo 2666,Beyoncé,R&B,2020,2.9
Perfect 2667,MAGIC,R&B,2020,4.7
Viva La Vida 2668,Adele,Electronic,2020,5.1
Hotel California 2669,MAGIC,Jazz,1970,4.1
Shape of You 2670,Ed Sheeran,Country,2010,4.1
Hotel California 2671,Eminem,Indie,1980,4.6
Rude 2672,The Beatles,Jazz,2020,3.8
Perfect 2673,Drake,Electronic,2000,3.3
Halo 2674,The Beatles,Reggae,1990,2.7
Viva La Vida 2675,Drake,Rock,2020,3.9
Bohemian Rhapsody 2676,The Beatles,Classical,2000,3.7
Rude 2677,Beyoncé,Reggae,1970,4.8
Shape of You 2678,Adele,Reggae,2020,2.6
Someone Like You 2679,Beyoncé,Country,2020,5.4
Mamma Mia 2680,Coldplay,Reggae,2020,5.4
Viva La Vida 2681,ABBA,Hip-Hop,1990,4.5
Someone Like You 2682,Eminem,R&B,2010,3.3
Mamma Mia 2683,Beyoncé,Hip-Hop,2010,3.8
Blinding Lights 2684,Coldplay,R&B,1990,4.6
Hotel California 2685,Drake,Hip-Hop,2010,3.6
Rude 2686,Eminem,R&B,2000,4.0
Blinding Lights 2687,Drake,Electronic,2010,3.5
Shape of You 2688,Beyoncé,Electronic,1980,3.2
Bohemian Rhapsody 2689,Adele,Electronic,2020,5.1
Hotel California 2690,MAGIC,Rock,1980,5.2
Mamma Mia 2691,Eminem,Indie,2000,5.0
Viva La Vida 2692,Drake,Jazz,1970,2.7
Bohemian Rhapsody 2693,Adele,Electronic,2010,4.8
Someone Like You 2694,Beyoncé,R&B,2000,3.4
Blinding Lights 2695,Taylor Swift,Reggae,1970,2.7
Mamma Mia 2696,MAGIC,Country,2000,3.3
Someone Like You 2697,Adele,Hip-Hop,2010,2.7
Hotel California 2698,Taylor Swift,Classical,1980,4.0
Someone Like You 2699,Beyoncé,Jazz,1990,5.5
Shape of You 2700,Ed Sheeran,Reggae,2020,4.1
Hotel California 2701,ABBA,Electronic,2000,3.3
Viva La Vida 2702,ABBA,Indie,2010,4.9
Someone Like You 2703,Adele,Hip-Hop,1980,3.2
Shape of You 2704,MAGIC,Reggae,2010,3.7
Someone Like You 2705,Adele,Indie,1970,2.7
Perfect 2706,Beyoncé,Jazz,1990,5.3
Bohemian Rhapsody 2707,Eminem,Jazz,2000,5.5
Bohemian Rhapsody 2708,ABBA,Hip-Hop,2020,2.5
Bohemian Rhapsody 2709,MAGIC,Pop,2000,4.7
Hotel California 2710,The Beatles,Rock,2020,5.5
Shape of You 2711,Adele,Reggae,2020,3.8
Bohemian Rhapsody 2712,ABBA,Jazz,2010,2.6
Hotel California 2713,Ed Sheeran,Country,1990,3.1
Mamma Mia 2714,The Beatles,Reggae,2020,2.9
Rude 2715,Coldplay,Indie,1980,3.9
Halo 2716,Beyoncé,Classical,1970,3.1
Halo 2717,ABBA,Country,1980,2.8
Hotel California 2718,Adele,Reggae,1970,3.0
Bohemian Rhapsody 2719,The Beatles,Pop,2000,5.5
Shape of You 2720,Taylor Swift,Country,2020,5.5
Halo 2721,ABBA,Indie,2000,5.3
Halo 2722,The Beatles,Pop,1980,3.8
Shape of You 2723,MAGIC,R&B,2000,5.2
Viva La Vida 2724,Drake,Country,2000,5.2
Shape of You 2725,ABBA,Hip-Hop,2010,2.7
Hotel California 2726,Drake,Hip-Hop,2000,2.9
Viva La Vida 2727,Eminem,Electronic,2010,2.8
Blinding Lights 2728,The Beatles,Pop,2000,2.8
Hotel California 2729,The Beatles,Indie,2000,4.2
Someone Like You 2730,MAGIC,R&B,2000,5.0
Someone Like You 2731,Beyoncé,Rock,1980,2.5
Halo 2732,Ed Sheeran,Pop,2000,5.5
Rude 2733,Taylor Swift,Classical,1970,4.2
Halo 2734,The Beatles,R&B,1970,3.8
Blinding Lights 2735,Eminem,Rock,1990,5.1
Shape of You 2736,Ed Sheeran,Reggae,1980,3.9
Rude 2737,Beyoncé,Classical,1990,5.0
Viva La Vida 2738,Ed Sheeran,R&B,2020,3.0
Rude 2739,Ed Sheeran,Rock,2020,4.2
Halo 2740,The Beatles,Pop,1990,4.8
Mamma Mia 2741,Taylor Swift,Reggae,2000,5.2
Bohemian Rhapsody 2742,The Beatles,Hip-Hop,1980,3.0
Hotel California 2743,Eminem,Classical,1980,2.9
Mamma Mia 2744,Beyoncé,Indie,2000,3.2
Bohemian Rhapsody 2745,The Beatles,Pop,2010,4.9
Bohemian Rhapsody 2746,Drake,Indie,1990,4.4
Rude 2747,MAGIC,Country,2020,4.2
Hotel California 2748,Taylor Swift,Pop,2000,5.4
Perfect 2749,Drake,Reggae,1980,4.8
Mamma Mia 2750,The Beatles,Rock,1970,2.5
Halo 2751,Taylor Swift,Country,1990,5.1
Viva La Vida 2752,Drake,Reggae,1990,4.4
Viva La Vida 2753,The Beatles,Hip-Hop,1980,2.6
Viva La Vida 2754,Coldplay,Jazz,2010,4.5
Blinding Lights 2755,MAGIC,Rock,2020,3.5
Shape of You 2756,Taylor Swift,Classical,2010,5.0
Viva La Vida 2757,Coldplay,Electronic,2000,4.7
Blinding Lights 2758,Drake,Country,2010,2.8
Halo 2759,Beyoncé,Country,1990,3.2
Rude 2760,ABBA,Pop,2020,3.6
Perfect 2761,Taylor Swift,Reggae,2000,3.3
Bohemian Rhapsody 2762,Taylor Swift,Pop,1980,4.2
Halo 2763,Drake,Classical,1980,3.1
Hotel California 2764,Eminem,R&B,2020,4.9
Someone Like You 2765,Eminem,Indie,1980,5.1
Someone Like You 2766,Coldplay,Classical,2020,3.3
Perfect 2767,Coldplay,Reggae,2000,3.6
Rude 2768,Drake,Reggae,1980,4.1
Bohemian Rhapsody 2769,Drake,Electronic,1980,4.5
Shape of You 2770,Drake,R&B,1980,5.4
Mamma Mia 2771,The Beatles,Electronic,2010,2.7
Someone Like You 2772,Eminem,Pop,1990,4.8
Rude 2773,Ed Sheeran,R&B,1990,4.3
Hotel California 2774,Beyoncé,Country,1980,5.4
Bohemian Rhapsody 2775,Drake,Country,1990,5.0
Someone Like You 2776,The Beatles,Rock,1990,5.0
Halo 2777,Drake,Reggae,1980,4.0
Someone Like You 2778,Coldplay,R&B,2000,3.9
Perfect 2779,Taylor Swift,Country,1990,4.0
Perfect 2780,Drake,Hip-Hop,1980,3.5
Mamma Mia 2781,Drake,Classical,2010,2.8
Perfect 2782,Taylor Swift,Hip-Hop,1990,4.3
Perfect 2783,ABBA,Indie,2020,2.5
Halo 2784,Eminem,Hip-Hop,2010,4.1
Shape of You 2785,Ed Sheeran,Jazz,1990,4.0
Rude 2786,Ed Sheeran,Indie,2020,5.4
Shape of You 2787,Ed Sheeran,Pop,2020,2.9
Hotel California 2788,ABBA,Hip-Hop,1980,5.3
Mamma Mia 2789,Ed Sheeran,Pop,1980,3.5
Perfect 2790,MAGIC,Reggae,2010,5.1
Shape of You 2791,Taylor Swift,Country,1970,5.1
Mamma Mia 2792,ABBA,Electronic,2010,3.6
Mamma Mia 2793,MAGIC,Jazz,2010,2.9
Rude 2794,Beyoncé,Reggae,2000,3.7
Perfect 2795,Eminem,Classical,2000,5.4
Blinding Lights 2796,The Beatles,Hip-Hop,1980,3.2
Perfect 2797,The Beatles,Indie,1980,3.8
Hotel California 2798,MAGIC,Rock,1990,4.6
Hotel California 2799,MAGIC,Classical,2010,4.0
Mamma Mia 2800,The Beatles,Jazz,2010,3.0
Mamma Mia 2801,Adele,Hip-Hop,2000,5.3
Halo 2802,ABBA,Hip-Hop,1980,3.1
Mamma Mia 2803,The Beatles,Electronic,1970,2.8
Viva La Vida 2804,The Beatles,Electronic,2000,3.9
Blinding Lights 2805,Coldplay,Rock,2010,5.1
Viva La Vida 2806,Eminem,R&B,2010,2.7
Blinding Lights 2807,Coldplay,Classical,1970,2.8
Halo 2808,Coldplay,Classical,1980,4.9
Mamma Mia 2809,Beyoncé,Electronic,2010,5.5
Mamma Mia 2810,Adele,Hip-Hop,2000,3.3
Shape of You 2811,The Beatles,Pop,1990,4.6
Perfect 2812,Coldplay,Rock,1980,5.5
Perfect 2813,ABBA,Country,2000,5.0
Shape of You 2814,Ed Sheeran,Country,1980,3.7
Someone Like You 2815,ABBA,R&B,1980,3.0
Shape of You 2816,ABBA,Electronic,1980,5.1
Shape of You 2817,Taylor Swift,Classical,1980,2.9
Viva La Vida 2818,Coldplay,Jazz,2000,3.7
Bohemian Rhapsody 2819,Eminem,Hip-Hop,2020,3.0
Perfect 2820,The Beatles,Indie,1980,5.3
Viva La Vida 2821,Coldplay,Indie,1970,4.7
Viva La Vida 2822,Beyoncé,Rock,1970,5.3
Perfect 2823,MAGIC,Hip-Hop,1990,5.3
Shape of You 2824,Adele,Rock,1980,3.2
Mamma Mia 2825,Taylor Swift,R&B,1970,4.0
Shape of You 2826,MAGIC,R&B,2000,3.3
Bohemian Rhapsody 2827,The Beatles,Pop,2010,4.9
Perfect 2828,ABBA,Indie,1990,5.5
Halo 2829,Taylor Swift,Classical,1990,4.7
Someone Like You 2830,Ed Sheeran,Rock,1990,4.2
Shape of You 2831,Taylor Swift,Pop,2010,3.1
Halo 2832,Drake,Pop,1970,5.4
Halo 2833,Ed Sheeran,Indie,1980,5.3
Hotel California 2834,Taylor Swift,Jazz,2020,4.9
Mamma Mia 2835,The Beatles,Hip-Hop,1970,5.5
Someone Like You 2836,Beyoncé,R&B,1980,4.7
Viva La Vida 2837,Coldplay,Pop,2020,5.4
Blinding Lights 2838,Coldplay,Indie,2000,2.6
Viva La Vida 2839,Eminem,Pop,1980,4.2
Mamma Mia 2840,Coldplay,Classical,2000,4.2
Mamma Mia 2841,Coldplay,Country,2010,3.7
Bohemian Rhapsody 2842,Drake,Classical,2010,4.1
Blinding Lights 2843,Taylor Swift,Indie,2000,4.5
Hotel California 2844,Ed Sheeran,R&B,1990,5.3
Someone Like You 2845,Coldplay,Indie,2000,3.5
Mamma Mia 2846,Coldplay,Pop,2020,3.9
Rude 2847,The Beatles,Classical,1970,4.4
Bohemian Rhapsody 2848,Coldplay,Country,2000,2.7
Viva La Vida 2849,ABBA,R&B,1980,5.1
Viva La Vida 2850,ABBA,Electronic,2000,3.4
Viva La Vida 2851,Adele,Indie,1990,2.6
Viva La Vida 2852,Ed Sheeran,R&B,2020,3.3
Halo 2853,Drake,Rock,1990,2.7
Hotel California 2854,Ed Sheeran,Classical,1990,3.7
Someone Like You 2855,Taylor Swift,Country,2010,3.2
Shape of You 2856,Ed Sheeran,Pop,2020,3.1
Perfect 2857,MAGIC,Reggae,1990,3.9
Blinding Lights 2858,Eminem,Country,2010,3.5
Halo 2859,Coldplay,Classical,1990,4.1
Mamma Mia 2860,Taylor Swift,Hip-Hop,1990,4.6
Shape of You 2861,Beyoncé,Electronic,2020,3.1
Viva La Vida 2862,MAGIC,Jazz,2010,4.4
Perfect 2863,The Beatles,Reggae,2020,2.9
Viva La Vida 2864,ABBA,Rock,1970,4.1
Viva La Vida 2865,Coldplay,Hip-Hop,2000,5.2
Bohemian Rhapsody 2866,Eminem,Reggae,1990,4.3
Mamma Mia 2867,Eminem,Pop,1970,4.6
Halo 2868,Coldplay,Hip-Hop,1990,5.2
Mamma Mia 2869,ABBA,Electronic,1980,3.8
Perfect 2870,The Beatles,Indie,2000,5.2
Halo 2871,The Beatles,Electronic,2020,5.5
Hotel California 2872,The Beatles,Electronic,1980,3.3
Mamma Mia 2873,ABBA,Classical,1970,3.2
Blinding Lights 2874,Eminem,Country,2000,5.3
Blinding Lights 2875,Adele,Pop,1980,3.5
Rude 2876,Beyoncé,R&B,1980,3.1
Blinding Lights 2877,The Beatles,Rock,2000,2.9
Bohemian Rhapsody 2878,Taylor Swift,Electronic,2020,5.3
Shape of You 2879,MAGIC,Pop,1990,2.7
Hotel California 2880,Eminem,R&B,2000,5.1
Perfect 2881,ABBA,Hip-Hop,1970,4.1
Halo 2882,Taylor Swift,Indie,1980,3.9
Shape of You 2883,The Beatles,Electronic,2000,3.2
Hotel California 2884,MAGIC,Classical,2020,3.5
Bohemian Rhapsody 2885,Coldplay,Hip-Hop,2000,3.5
Viva La Vida 2886,Taylor Swift,R&B,1970,4.7
Blinding Lights 2887,Taylor Swift,Pop,2000,4.9
Halo 2888,Beyoncé,Classical,1990,3.9
Hotel California 2889,Drake,Indie,1990,5.1
Viva La Vida 2890,Coldplay,Indie,1980,3.7
Halo 2891,Drake,Electronic,1990,3.3
Blinding Lights 2892,Eminem,Jazz,2020,5.1
Hotel California 2893,Coldplay,R&B,2020,3.6
Perfect 2894,The Beatles,Hip-Hop,2000,4.2
Hotel California 2895,Coldplay,Reggae,2010,4.1
Perfect 2896,Ed Sheeran,Classical,1970,2.6
Halo 2897,Taylor Swift,Hip-Hop,1990,5.1
Shape of You 2898,Coldplay,Hip-Hop,1980,3.7
Someone Like You 2899,Coldplay,Reggae,1970,3.2
Shape of You 2900,ABBA,Indie,1970,5.2
Perfect 2901,MAGIC,Jazz,1980,4.9
Halo 2902,Eminem,Electronic,2010,5.4
Perfect 2903,Taylor Swift,R&B,1980,3.3
Perfect 2904,Adele,Classical,2020,3.7
Bohemian Rhapsody 2905,Adele,Electronic,2010,4.1
Rude 2906,Drake,Electronic,1990,4.1
Bohemian Rhapsody 2907,Taylor Swift,Pop,1970,5.4
Blinding Lights 2908,Coldplay,Classical,1980,4.5
Blinding Lights 2909,Taylor Swift,Electronic,2020,4.7
Blinding Lights 2910,Coldplay,Country,1990,3.9
Halo 2911,Taylor Swift,Rock,1990,4.9
Viva La Vida 2912,Ed Sheeran,Jazz,2020,4.4
Halo 2913,The Beatles,Hip-Hop,2000,3.9
Halo 2914,Eminem,Pop,1970,3.7
Viva La Vida 2915,Taylor Swift,Country,1980,5.1
Viva La Vida 2916,The Beatles,Reggae,1980,4.4
Mamma Mia 2917,Taylor Swift,Indie,2000,5.1
Bohemian Rhapsody 2918,Taylor Swift,Jazz,2000,4.9
Someone Like You 2919,Taylor Swift,Country,2020,3.8
Someone Like You 2920,The Beatles,Electronic,2000,5.0
Viva La Vida 2921,Ed Sheeran,Reggae,2020,2.7
Viva La Vida 2922,Adele,Rock,1980,3.9
Mamma Mia 2923,Adele,Pop,2020,3.3
Viva La Vida 2924,The Beatles,Rock,1990,5.0
Shape of You 2925,ABBA,Pop,2000,3.9
Halo 2926,Beyoncé,Jazz,2000,4.5
Shape of You 2927,Ed Sheeran,Rock,2000,4.4
Rude 2928,Taylor Swift,R&B,2020,5.1
Blinding Lights 2929,MAGIC,R&B,2010,3.6
Shape of You 2930,Eminem,Electronic,2020,4.1
Shape of You 2931,ABBA,Hip-Hop,2000,3.9
Mamma Mia 2932,Adele,Pop,2010,3.4
Viva La Vida 2933,Drake,Country,1990,3.3
Shape of You 2934,Taylor Swift,Reggae,1980,5.3
Someone Like You 2935,Drake,Hip-Hop,2000,5.1
Bohemian Rhapsody 2936,The Beatles,Reggae,1980,3.8
Viva La Vida 2937,MAGIC,Pop,1980,3.0
Bohemian Rhapsody 2938,The Beatles,Classical,2010,3.0
Hotel California 2939,Taylor Swift,Hip-Hop,1990,3.3
Blinding Lights 2940,Adele,Electronic,2000,5.2
Blinding Lights 2941,Coldplay,Classical,2000,4.3
Perfect 2942,Drake,Country,1970,4.3
Shape of You 2943,Beyoncé,Pop,2020,5.4
Rude 2944,Drake,Country,2020,2.8
Blinding Lights 2945,The Beatles,Electronic,1980,4.7
Hotel California 2946,Taylor Swift,Jazz,2020,4.4
Shape of You 2947,Drake,Electronic,2000,4.6
Someone Like You 2948,ABBA,Reggae,1980,3.7
Bohemian Rhapsody 2949,ABBA,Indie,1970,2.9
Hotel California 2950,The Beatles,R&B,1990,3.7
Perfect 2951,Coldplay,Electronic,2000,3.7
Rude 2952,Beyoncé,Rock,1990,2.6
Halo 2953,Adele,Indie,2020,5.0
Perfect 2954,Eminem,Electronic,2000,2.5
Bohemian Rhapsody 2955,ABBA,R&B,2020,3.4
Shape of You 2956,Beyoncé,Classical,2010,2.6
Someone Like You 2957,ABBA,Rock,2000,4.7
Blinding Lights 2958,MAGIC,Hip-Hop,2010,3.0
Someone Like You 2959,Beyoncé,Rock,2000,3.2
Blinding Lights 2960,Eminem,R&B,1990,4.2
Blinding Lights 2961,Coldplay,Pop,2000,4.1
Hotel California 2962,Ed Sheeran,Indie,1980,3.3
Perfect 2963,Adele,Indie,1980,4.4
Hotel California 2964,The Beatles,Jazz,1990,3.0
Halo 2965,Drake,Electronic,1970,5.3
Mamma Mia 2966,MAGIC,Electronic,1990,3.5
Halo 2967,ABBA,Classical,2020,5.3
Blinding Lights 2968,Drake,Classical,2010,2.9
Halo 2969,MAGIC,Reggae,2010,3.4
Hotel California 2970,Coldplay,R&B,2010,4.1
Halo 2971,MAGIC,Hip-Hop,2020,4.4
Bohemian Rhapsody 2972,Beyoncé,Reggae,1990,5.5
Hotel California 2973,Coldplay,Country,2010,5.1
Mamma Mia 2974,The Beatles,Country,2000,4.0
Someone Like You 2975,ABBA,Jazz,1990,3.4
Rude 2976,MAGIC,R&B,1970,2.9
Rude 2977,Ed Sheeran,Indie,1970,4.7
Viva La Vida 2978,Taylor Swift,Electronic,1990,4.8
Perfect 2979,Drake,Rock,1990,2.7
Blinding Lights 2980,Beyoncé,Indie,2010,4.2
Halo 2981,The Beatles,Pop,2020,2.8
Viva La Vida 2982,Adele,Pop,2010,4.9
Blinding Lights 2983,MAGIC,R&B,1980,4.4
Rude 2984,Taylor Swift,R&B,2020,5.5
Viva La Vida 2985,Coldplay,Electronic,1970,3.2
Someone Like You 2986,ABBA,Hip-Hop,1980,3.7
Viva La Vida 2987,Drake,Jazz,2000,3.2
Shape of You 2988,Eminem,Rock,1990,4.6
Hotel California 2989,The Beatles,Electronic,2010,4.3
Viva La Vida 2990,The Beatles,Indie,2020,4.2
Shape of You 2991,The Beatles,Pop,2000,5.4
Bohemian Rhapsody 2992,Beyoncé,Indie,2000,3.2
Rude 2993,Adele,Hip-Hop,2000,3.4
Blinding Lights 2994,ABBA,Reggae,1970,3.5
Mamma Mia 2995,Adele,Pop,2010,2.8
Perfect 2996,The Beatles,Country,1990,4.9
Rude 2997,Coldplay,Indie,2020,5.0
Hotel California 2998,Adele,Reggae,2010,2.6
Mamma Mia 2999,The Beatles,R&B,1990,3.2
Mamma Mia 3000,The Beatles,Jazz,1970,4.3
Bohemian Rhapsody 3001,MAGIC,R&B,1970,5.3
Blinding Lights 3002,The Beatles,Pop,2020,4.2
Perfect 3003,Beyoncé,R&B,1970,5.0
Blinding Lights 3004,Ed Sheeran,Jazz,1980,3.9
Blinding Lights 3005,MAGIC,Pop,2020,3.8
Viva La Vida 3006,Taylor Swift,Pop,1980,4.0
Halo 3007,Beyoncé,Jazz,2010,5.1
Rude 3008,MAGIC,Electronic,1970,3.7
Viva La Vida 3009,Adele,Classical,2000,5.3
Hotel California 3010,Taylor Swift,Rock,1970,4.9
Perfect 3011,Adele,Electronic,1990,3.3
Rude 3012,Beyoncé,Indie,2020,4.3
Blinding Lights 3013,The Beatles,Pop,1990,4.9
Blinding Lights 3014,MAGIC,Indie,1970,2.7
Mamma Mia 3015,The Beatles,Rock,1990,5.1
Blinding Lights 3016,Ed Sheeran,Indie,2000,4.8
Viva La Vida 3017,MAGIC,Reggae,2000,4.2
Rude 3018,Adele,Reggae,1990,2.8
Halo 3019,Ed Sheeran,R&B,2020,4.8
Bohemian Rhapsody 3020,ABBA,Jazz,1970,4.8
Shape of You 3021,Eminem,Electronic,2020,2.5
Perfect 3022,Taylor Swift,Country,1980,5.1
Viva La Vida 3023,Ed Sheeran,Hip-Hop,2000,5.3
Hotel California 3024,Adele,Hip-Hop,1980,5.4
Halo 3025,Ed Sheeran,Country,1990,5.3
Viva La Vida 3026,Adele,Pop,2000,5.3
Viva La Vida 3027,ABBA,Pop,1990,5.1
Mamma Mia 3028,Adele,Electronic,1990,3.6
Viva La Vida 3029,Drake,Reggae,2000,3.8
Perfect 3030,ABBA,Pop,2010,4.4
Mamma Mia 3031,Taylor Swift,Indie,1990,5.3
Bohemian Rhapsody 3032,Drake,R&B,2000,4.7
Hotel California 3033,Taylor Swift,Indie,2010,4.6
Blinding Lights 3034,Beyoncé,Pop,2000,4.8
Perfect 3035,Adele,R&B,2020,2.8
Viva La Vida 3036,MAGIC,Rock,1990,4.4
Bohemian Rhapsody 3037,ABBA,R&B,2010,3.4
Perfect 3038,Drake,Classical,2010,3.9
Bohemian Rhapsody 3039,Beyoncé,Rock,1970,4.7
Bohemian Rhapsody 3040,The Beatles,Rock,1990,3.2
Rude 3041,Adele,Indie,1980,3.9
Perfect 3042,Drake,Pop,1970,4.0
Someone Like You 3043,Adele,Indie,1980,3.9
Someone Like You 3044,Ed Sheeran,Indie,1970,3.3
Mamma Mia 3045,MAGIC,Indie,1970,3.3
Shape of You 3046,Ed Sheeran,R&B,2010,3.1
Viva La Vida 3047,The Beatles,Rock,1990,4.9
Someone Like You 3048,Ed Sheeran,Classical,1980,3.0
Someone Like You 3049,The Beatles,Hip-Hop,1990,5.3
Blinding Lights 3050,ABBA,Electronic,2000,4.6
Bohemian Rhapsody 3051,Drake,Jazz,1970,3.0
Perfect 3052,Beyoncé,Indie,2010,4.1
Bohemian Rhapsody 3053,Adele,Reggae,2020,5.1
Someone Like You 3054,Drake,Pop,1980,2.9
Rude 3055,MAGIC,Pop,1980,5.5
Hotel California 3056,Coldplay,Rock,2020,4.3
Halo 3057,Ed Sheeran,R&B,2020,2.9
Rude 3058,Ed Sheeran,Country,1980,3.6
Someone Like You 3059,Ed Sheeran,Rock,1970,5.4
Perfect 3060,Coldplay,Rock,2010,2.7
Someone Like You 3061,Coldplay,Reggae,1980,3.3
Perfect 3062,ABBA,Electronic,2020,3.6
Perfect 3063,Coldplay,Jazz,1990,5.4
Bohemian Rhapsody 3064,Taylor Swift,R&B,1990,3.3
Rude 3065,Coldplay,Reggae,2010,4.6
Rude 3066,ABBA,R&B,2020,5.1
Shape of You 3067,Coldplay,Electronic,2010,5.1
Perfect 3068,Drake,Electronic,1980,4.0
Shape of You 3069,Adele,Rock,1990,5.2
Someone Like You 3070,Taylor Swift,R&B,1980,3.4
Halo 3071,Drake,R&B,2020,5.2
Rude 3072,Adele,Jazz,1980,4.8
Someone Like You 3073,Ed Sheeran,Pop,1970,2.8
Rude 3074,Coldplay,Classical,2020,3.9
Mamma Mia 3075,Beyoncé,Indie,2000,3.2
Blinding Lights 3076,Drake,Reggae,2000,4.8
Rude 3077,MAGIC,Pop,2000,2.9
Someone Like You 3078,Beyoncé,Rock,2000,4.5
Perfect 3079,ABBA,Electronic,1990,5.0
Blinding Lights 3080,MAGIC,Rock,1990,5.2
Perfect 3081,MAGIC,Electronic,1970,3.1
Rude 3082,The Beatles,Reggae,1970,3.7
Bohemian Rhapsody 3083,Drake,Electronic,2020,2.6
